title,authors,author_corresponding,author_corresponding_institution,doi,date,version,type,license,category,jatsxml,abstract,funder,published,server,_source,_server,_query_hash,_query_label
On the quest for novelty in ecology,"Ottaviani, G.; Martinez, A.; Petit Bon, M.; Mammola, S.",Gianluigi Ottaviani,Masaryk University,10.1101/2023.02.27.530333,2024-09-17,2,new results,cc_by_nc_nd,ecology,https://www.biorxiv.org/content/early/2024/09/17/2023.02.27.530333.source.xml,"The volume of scientific publications continues to grow, making it increasingly challenging for scholars to publish papers that capture readers attention. While making a truly significant discovery is one way to attract readership, another approach may involve tweaking the language to overemphasize the novelty of results. Using a dataset of 52,236 paper abstracts published between 1997 and 2017 in 17 ecological journals, we found that the relative frequency of novelty terms (e.g. groundbreaking, innovative) nearly doubled over time. All journals but one exhibited a positive trend in the use of novelty terms during the studied period. Conversely, we found no such trend for confirmatory terms (e.g. confirm, replicated). Importantly, only papers using novelty terms were associated with significantly higher citation counts and were more often published in journals with a higher impact factor. While increasing research opportunities are surely driving advances in ecology, the writing style of authors and the publishing habits of journals may better reflect the inherently confirmatory nature of ecological research. We call for an open discussion among researchers about the potential reasons and implications of this language-use and scientometrics issue.","[{'name': 'NextGenerationEU', 'id': '', 'id-type': 'ROR', 'award': 'CN00000033;'}, {'name': 'NSF', 'id': '', 'id-type': 'ROR', 'award': 'ANS-2113641;'}]",10.24072/pcjournal.567,bioRxiv,biorxiv,biorxiv,9f284cea7f04677f,biorxiv_2024-09-17_2024-10-16
Towards explaining the fertility gap in farmed Pekin ducks,"Beyts, C. H.; Wright, J.; Araya-Ajoy, Y.; Watson, K.",Cammy H Beyts,The University of Edinburgh,10.1101/2024.09.12.612586,2024-09-17,1,new results,cc_by_nd,evolutionary biology,https://www.biorxiv.org/content/early/2024/09/17/2024.09.12.612586.source.xml,"Maximising reproductive success is crucial to animal production systems, particularly in meeting global demands for animal products and improving commercially important traits. However, while social interactions and mating strategies are known to influence reproductive success in wild populations, their consideration in agricultural systems remains limited. Using an interdisciplinary framework that combines concepts from behavioural ecology and quantitative genetics in an animal breeding context, we investigated the role of sperm limitation and polygynous mating strategies (female polyandry, male monopolisation of females and male polygamy) in limiting female reproductive success in farmed Pekin ducks (Anas platyrthynchos domestica). We assessed the impact of these behaviours on chick production and quantified their genetic and environmental (co)variance. Our results revealed that the number of dam mates positively influenced chick production in female ducks. However, contrary to our expectation, skew in chick paternity (our measure of male monopolisation) was associated with increased female chick production, challenging the hypothesis that male monopolisation limits the sperm available to females and reduces their reproductive success. We found no evidence that male polygamy led to decreased female chick production. Genetic analysis revealed that female mate number and reproductive skew exhibit genetic variance, providing opportunities for targeted selection to enhance chick production. However, there was a negative genetic association between female polyandry and skew in chick paternity, suggesting a trade-off between these traits that would need to be considered in future selection programmes. Our findings highlight how concepts from behavioural ecology can be incorporated into breeding programmes, providing new opportunities to develop effective and sustainable breeding strategies.",NA,NA,bioRxiv,biorxiv,biorxiv,9f284cea7f04677f,biorxiv_2024-09-17_2024-10-16
Evaluating Physiological Indicators in Detecting Deception using the Comparison Question Test (CQT),"Rashid, A. M. S.; Carmichael, B.; Su, C.; Shi, K.; Lim, K.; Kumar, P. S.; Wan, N. J.; Govil, E.; Yap, D.",A M Shahruj Rashid,AI Seer Pte. Ltd.,10.1101/2024.09.01.609623,2024-09-17,2,confirmatory results,cc_by_nc_nd,bioengineering,https://www.biorxiv.org/content/early/2024/09/17/2024.09.01.609623.source.xml,"Despite significant advancements in deception detection, traditional methods often fall short in real-world applications. This study addresses these limitations by evaluating the effectiveness of various physiological measures -- pupil response, electrodermal activity (EDA), heart rate (HR), and facial temperature changes -- in predicting deception using the Comparison Question Test (CQT). It also fills a critical research gap by validating these methods within an Asian context. Employing a between-subjects design, data was collected from a diverse sample of 118 participants from Singapore, including Chinese, Indian, and Malay individuals. The research aims to identify which physiological indicators, in combination, offer the most robust predictions of deceptive behavior. Key innovations include the adaptation of the CQT with a modified directed lie paradigm and an expanded sample size to assess the relative importance of each physiological measure. The studys findings reveal that pupil response is the most significant predictor of deception, with EDA enhancing the models explanatory power. HR, while relevant, adds limited value when combined with pupil response and EDA, and facial temperature changes were statistically non-significant. The study highlights the need for further research into the interactions among physiological measures and their application in varied contexts. This research contributes valuable insights into improving deception detection methodologies and sets the stage for future investigations that could incorporate additional physiological indicators and explore real-world applications.",NA,NA,bioRxiv,biorxiv,biorxiv,9f284cea7f04677f,biorxiv_2024-09-17_2024-10-16
"HairSplitter: haplotype assembly from long, noisy reads","Faure, R.; Lavenier, D.; Flot, J.-F.",Roland Faure,"Univ. Rennes, INRIA RBA, CNRS UMR 6074, Rennes, France",10.1101/2024.02.13.580067,2024-09-17,3,new results,cc_by,bioinformatics,https://www.biorxiv.org/content/early/2024/09/17/2024.02.13.580067.source.xml,"MotivationLong-read assemblers face challenges in discerning closely related viral or bacterial strains, often collapsing similar strains into a single sequence. This limitation has been hampering metagenome analysis, as diverse strains may harbor crucial functional distinctions.

ResultsWe introduce a novel software, HairSplitter, designed to retrieve strains from a partially or totally collapsed assembly and long reads. The method uses a custom variant-calling process to operate with erroneous long reads and introduces a new read binning algorithm to recover an a priori unknown number of strains. On noisy long reads, HairSplitter recovers more strains while being faster than state-of-the-art tools, both in the cases of viruses and bacteria.

AvailabilityHairSplitter is freely available on GitHub at github.com/RolandFaure/HairSplitter.

Contactroland.faure@irisa.fr",NA,10.24072/pcjournal.481,bioRxiv,biorxiv,biorxiv,9f284cea7f04677f,biorxiv_2024-09-17_2024-10-16
The global spectrum of tree crown architecture,"Jucker, T.; Fischer, F.; Chave, J.; Coomes, D.; Caspersen, J.; Ali, A.; Panzou, G.; Feldpausch, T.; Falster, D.; Usoltsev, V.; Jackson, T.; Adu-Bredu, S.; Alves, L.; Aminpour, M.; Angoboy, I.; Anten, N.; Antin, C.; Askari, Y.; Munoz, R.; Ayyappan, N.; Banin, L.; Barbier, N.; Battles, J.; Beeckman, H.; Bocko, Y.; Bond-Lamberty, B.; Bongers, F.; Bowers, S.; Breugel, M.; Chantrain, A.; Chaudhary, R.; Dai, J.; Dalponte, M.; Dimobe, K.; Domec, J.-C.; Doucet, J.-L.; Dupuy-Rada, J.; Duursma, R.; Enriquez, M.; Ewijk, K.; Farfan-Rios, W.; Fayolle, A.; Ferretti, M.; Forni, E.; Forrester, D.; Gilani, H.;",Tommaso Jucker,University of Bristol,10.1101/2024.09.14.613032,2024-09-17,1,new results,cc_by_nc_nd,ecology,https://www.biorxiv.org/content/early/2024/09/17/2024.09.14.613032.source.xml,"Trees can differ enormously in their crown architectural traits, such as the scaling relationships that link their height and crown size to their stem diameter. Yet despite the importance of crown architecture in shaping the structure and function of woody ecosystems, we lack a complete picture of what drives this incredible diversity in crown shapes. Using data from >500,000 globally distributed trees, we explored how climate, disturbance, competition, functional traits, and evolutionary history constrain the height, crown size and shape of the worlds tree species. We found that variation in height scaling relationships was primarily controlled by water availability and light competition. Conversely, crown width was predominantly shaped by exposure to wind and fire, while also covarying with other functional traits related to mechanical stability and photosynthesis. Additionally, several plant lineages had crown architectures that defy their environments, such as the exceedingly slender dipterocarps of Southeast Asia, or the extremely wide crowns of legumes in African savannas. Our study charts the global spectrum of tree crown architectural types. It provides a roadmap for integrating crown architecture with vegetation models and remote sensing observations, so that we may better understand the processes that shape the 3D structure of woody ecosystems.",NA,10.1038/s41467-025-60262-x,bioRxiv,biorxiv,biorxiv,9f284cea7f04677f,biorxiv_2024-09-17_2024-10-16
"Monitoring free-living honeybee colonies in Germany: Insights into habitat preferences, survival rates, and Citizen Science reliability","Rutschmann, B.; Remter, F.; Roth, S.",Benjamin Rutschmann,Agroscope,10.1101/2024.08.02.606354,2024-09-17,2,new results,cc_no,ecology,https://www.biorxiv.org/content/early/2024/09/17/2024.08.02.606354.source.xml,"Our understanding of the western honeybee (Apis mellifera) predominantly stems from studies conducted within beekeeping environments, leaving the presence and characteristics of honeybees outside managed settings largely unexplored. This study examined the habitats, nesting sites, and survival rates of free-living colonies through personal monitoring of nest sites in Munich (N=107) and the coordination of Citizen Science monitoring across Germany (N=423). Within seven years we collected 2,555 observations on 530 colonies from 311 participants. Nesting preferences differed between urban, rural, and forested areas. Overall, we found that 31% of the occupied nest sites were in buildings and 63% in mature trees, with clear preferences for specific tree species. On average, only 12% of the personal monitored colonies in Munich survived annually, a figure that aligns well with other published studies but contrasts sharply with the significantly higher survival rates reported by Citizen Science (29%). We found that Citizen Science yielded significantly fewer updates per colony, underreported abandoned sites, and that 46% of overwintering reports overlapped with the swarming season and had to be excluded. To gain reliable survival data in Citizen Science projects, consistency and timing of reports need particular attention and regional swarming should be monitored too. This study enhances our understanding of the ecological dynamics, liminal state, and conservation needs of free-living honeybee cohorts, addresses potential monitoring biases, and suggests standardized data collection protocols for future monitoring projects.",NA,10.1002/ece3.71469,bioRxiv,biorxiv,biorxiv,9f284cea7f04677f,biorxiv_2024-09-17_2024-10-16
Demographic responses to climatic changes during the Final Palaeolithic in Europe,"Schmidt, I.; Gehlen, B.; Winkler, K.; Arrizabalaga, A.; Arts, N.; Bicho, N.; Crombe, P.; Eriksen, B. V.; Grimm, S. B.; Kapustka, K.; Langlais, M.; Mevel, L.; Naudinot, N.; Nerudova, Z.; Niekus, M.; Peresani, M.; Riede, F.; Sauer, F.; Schön, W.; Sobkowiak-Tabaka, I.; Vandendriessche, H.; Weber, M.-J.; Zander, A.; Zimmermann, A.; Maier, A.",Isabell Schmidt,Universität zu Köln: Universitat zu Koln,10.1101/2024.09.11.612499,2024-09-17,2,new results,cc_by,ecology,https://www.biorxiv.org/content/early/2024/09/17/2024.09.11.612499.source.xml,"The European Final Palaeolithic witnessed marked changes in almost all societal domains. Despite a rich body of evidence, our knowledge of palaeodemographic processes and regional population dynamics still needs to be improved. In this study, we present regionally differentiated estimates of absolute numbers and population densities for the Greenland Interstadial 1d-a (GI-1d-a; 14-12.7 ka BP) and the Greenland Stadial 1 (GS-1; 12.7-11.6 ka BP) for Southern, Western, Northern and Central Europe. The data were obtained by applying the Cologne Protocol, a geostatistical approach for estimating prehistoric population size and density, to a newly compiled dataset of Final Palaeolithic sites. On a large spatio-temporal scale, we observe a shift of the main areas of human occupation from the Franco-Cantabrian region, which was intensely occupied during most phases of the preceding Upper Palaeolithic, to regions north of the Alps. At smaller scales, we observe divergent regional trends in the Final Palaeolithic meta-population: during GI 1d-a, a decreasing population in southwestern Europe and an increasing population in north-eastern Central Europe. For the first time since the dispersal of anatomically modern humans into Europe, we see that Central Europe becomes the dominant demographic growth area. Subsequently, the climatic cooling of GS-1 coincides with a pronounced population decline in most parts of the study area. An apparent increase in population density occurs only in north-eastern Central Europe and north-eastern Italy. Our estimates suggest that the total population was reduced by half. Similar results, with a relationship between decreasing temperatures and decreasing populations, have already been observed for the late phase of the Gravettian, when populations were reduced to only one third of those estimated for the early phase. Yet, in contrast to the collapse of local populations during the late Gravettian, the increase in population densities in Central Europe during GS-1 indicates population movements eastwards, possibly in response to deteriorating climatic conditions, particularly in western regions during the Younger Dryas.",NA,NA,bioRxiv,biorxiv,biorxiv,9f284cea7f04677f,biorxiv_2024-09-17_2024-10-16
Pan-Cancer Genetic Analysis of Mitochondrial DNA Repair Gene Set,"Dong, A.; Rasteh, A. M.; Liu, H.",Hengrui Liu,"Tianjin Yinuo Biomedical Co., Ltd, Tianjin, China",10.1101/2024.09.14.613048,2024-09-17,1,new results,cc_by,bioinformatics,https://www.biorxiv.org/content/early/2024/09/17/2024.09.14.613048.source.xml,"BackgroundThe mitochondrial DNA repair has gained attention for its potential impact on pan-cancer genetic analysis. This study investigates the clinical relevance of mitochondrial DNA repair genes: PARP1, DNA 2, PRIMPOL, TP53, MGME1.

MethodsUsing multi-omics profiling data and Gene Set Cancer Analysis (GSCA) with normalized SEM mRNA expression, this research analyzes differential expression, gene mutation, and drug correlation.

ResultsTP53 was the most commonly mutated mitochondrial-related gene in cancer, with UCS and OV having the highest mutation rates. CPG mutations linked to lowest survival rates. Breast cancer, with various subtypes, was potentially influenced by mitochondrial DNA repair genes. ACC was shown to be high in gene survival analysis. BRCA, USC, LUCS, COAD, and OV showed CNV levels impacting survival. A negative gene expression-methylation correlation was observed and was weakest in KIRC. Mitochondrial DNA repair genes were linked to Cell cycle_A activation. A weak correlation was found between immune infiltration and mitochondrial genes. Few drug compounds were shown to be affected by mitochondrial-related genes.

ConclusionUnderstanding mitochondrial-related genes could redefine cancer diagnosis, and prognosis, and serve as therapeutic biomarkers, potentially altering cancer cell behavior and treatment outcomes.",NA,NA,bioRxiv,biorxiv,biorxiv,9f284cea7f04677f,biorxiv_2024-09-17_2024-10-16
Infer metabolic velocities from moment differences of molecular weight distributions,"Tuobang, L.",Tuobang Li,Guangdong Technion-Israel Institute of Technology,10.1101/2024.02.12.579906,2024-09-17,4,new results,cc_no,bioinformatics,https://www.biorxiv.org/content/early/2024/09/17/2024.02.12.579906.source.xml,"Metabolic pathways are fundamental maps in biochemistry that detail how molecules are transformed through various reactions. The complexity of metabolic network, where a single compound can play a part in multiple pathways, poses a challenge in inferring metabolic balance changes over time or after different treatments. Isotopic labeling experiment is the standard method to infer metabolic flux, which is currently defined as the flow of a single metabolite through a given pathway over time. However, there is still no way to accurately infer the metabolic balance changes after different treatments in an experiment. This study introduces a different concept: molecular weight distribution, which is the empirical distribution of the molecular weights of all metabolites of interest. By estimating the differences of the location and scale estimates of these distributions, it becomes possible to quantitatively infer the metabolic balance changes even without requiring knowledge of the exact chemical structures of these compounds and their related pathways. This research article provides a mathematical framing for a classic biological concept.",NA,NA,bioRxiv,biorxiv,biorxiv,9f284cea7f04677f,biorxiv_2024-09-17_2024-10-16
The Pattern and Staging of Brain Atrophy in Spinocerebellar Ataxia Type 2 (SCA2): MRI Volumetrics from ENIGMA-Ataxia,"Robertson, J. W.; Adanyeguh, I. M.; Bender, B.; Boesch, S.; Brunetti, A.; Cocozza, S.; Coutinho, L.; Deistung, A.; Diciotti, S.; Dogan, I.; Durr, A.; Fernandez-Ruiz, J.; Göricke, S. L.; Grisoli, M.; Han, S.; Mariotti, C.; Marzi, C.; Mascalchi, M.; Mochel, F.; Nachbauer, W.; Nanetti, L.; Nigri, A.; Ono, S. E.; Onyike, C. U.; Prince, J. L.; Reetz, K.; Romanzetti, S.; Sacca, F.; Synofzik, M.; Teive, H. A. G.; Thomopoulos, S. I.; Thompson, P. M.; Timmann, D.; Ying, S. H.; Harding, I. H.; Hernandez-Castillo, C. R.",Carlos R Hernandez-Castillo,"Faculty of Computer Science, Dalhousie University, Halifax, Canada",10.1101/2024.09.16.613281,2024-09-17,1,new results,cc_by_nc_nd,neuroscience,https://www.biorxiv.org/content/early/2024/09/17/2024.09.16.613281.source.xml,"ObjectiveSpinocerebellar ataxia type 2 (SCA2) is a rare, inherited neurodegenerative disease characterised by progressive deterioration in both motor coordination and cognitive function. Atrophy of the cerebellum, brainstem, and spinal cord are core features of SCA2, however the evolution and pattern of whole-brain atrophy in SCA2 remain unclear. We undertook a multi-site, structural magnetic resonance imaging (MRI) study to comprehensively characterize the neurodegeneration profile of SCA2.

MethodsVoxel-based morphometry analyses of 110 participants with SCA2 and 128 controls were undertaken to assess groupwise differences in whole-brain volume. Correlations with clinical severity and genotype, and cross-sectional profiling of atrophy patterns at different disease stages, were also performed.

ResultsAtrophy in SCA2 relative to controls was greatest (Cohens d>2.5) in the cerebellar white matter (WM), middle cerebellar peduncle, pons, and corticospinal tract. Very large effects (d>1.5) were also evident in the superior cerebellar, inferior cerebellar, and cerebral peduncles. In cerebellar grey matter (GM), large effects (d>0.8) mapped to areas related to both motor coordination and cognitive tasks. Strong correlations (|r|>0.4) between volume and disease severity largely mirrored these groupwise outcomes. Stratification by disease severity showed a degeneration pattern beginning in cerebellar and pontine WM in pre-clinical subjects; spreading to the cerebellar GM and cerebro-cerebellar/corticospinal WM tracts; then finally involving the thalamus, striatum, and cortex in severe stages.

InterpretationThe magnitude and pattern of brain atrophy evolves over the course of SCA2, with widespread, non-uniform involvement across the brainstem, cerebellar tracts, and cerebellar cortex; and late involvement of the cerebral cortex and striatum.",NA,NA,bioRxiv,biorxiv,biorxiv,9f284cea7f04677f,biorxiv_2024-09-17_2024-10-16
A single ancestral ANP32 locus in ticks creates multiple protein variants that all support the Thogoto virus polymerase,"Zhang, Z.; Nipper, T.; Aziati, I. D.; Boon, A.; Mehle, A.",Andrew Mehle,"Medical Microbiology and Immunology, University of Wisconsin - Madison, Madison WI USA",10.1101/2024.09.16.613268,2024-09-17,1,contradictory results,cc_by_nc,microbiology,https://www.biorxiv.org/content/early/2024/09/17/2024.09.16.613268.source.xml,"Viral polymerases rely on cellular cofactors to support efficient transcription of viral genes and replication of the viral genome. The RNA-dependent RNA polymerase of influenza virus, an orthomyxovirus, requires cellular ANP32A or ANP32B proteins for genome replication. However, little is known about whether ANP32 proteins are required by other orthomyxoviruses like the tick-borne thogotoviruses. Recent structural studies coupled with functional assays suggested that the Thogoto virus polymerase uses both ANP32A and ANP32B from brown dog ticks. We clarify here that this tick vector encodes a single ANP32 locus corresponding to ANP32A. This single gene produces multiple protein variants through alternative splicing and start-site selection, all of which enhance Thogoto virus polymerase. Thogoto virus polymerase activity is also enhanced by human and chicken ANP32 proteins. Thus, ANP32A is a deeply conserved pro-viral cofactor and Thogoto virus shows remarkable plasticity utilizing ANP32 homologues separated by almost 1 billion years of evolution.",NA,NA,bioRxiv,biorxiv,biorxiv,9f284cea7f04677f,biorxiv_2024-09-17_2024-10-16
High-throughput optimized prime editing mediated endogenous protein tagging for pooled imaging of protein localization,"Sanchez, H. M.; Lapidot, T.; Shalem, O.",Ophir Shalem,University of Pennsylvania,10.1101/2024.09.16.613361,2024-09-17,1,new results,cc_by_nc_nd,cell biology,https://www.biorxiv.org/content/early/2024/09/17/2024.09.16.613361.source.xml,"The subcellular organization of proteins carries important information on cellular state and gene function, yet currently there are no technologies that enable accurate measurement of subcellular protein localizations at scale. Here we develop an approach for pooled endogenous protein tagging using prime editing, which coupled with an optical readout and sequencing, provides a snapshot of proteome organization in a manner akin to perturbation-based CRISPR screens. We constructed a pooled library of 17,280 pegRNAs designed to exhaustively tag 60 endogenous proteins spanning diverse localization patterns and explore a large space of genomic and pegRNA design parameters. Pooled measurements of tagging efficiency uncovered both genomic and pegRNA features associated with increased efficiency, including epigenetic states and interactions with transcription. We integrate pegRNA features into a computational model with predictive value for tagging efficiency to constrain the design space of pegRNAs for large-scale peptide knock-in. Lastly, we show that combining in-situ pegRNA sequencing with high-throughput deep learning image analysis, enables exploration of subcellular protein localization patterns for many proteins in parallel following a single pooled lentiviral transduction, setting the stage for scalable studies of proteome dynamics across cell types and environmental perturbations.",NA,NA,bioRxiv,biorxiv,biorxiv,9f284cea7f04677f,biorxiv_2024-09-17_2024-10-16
Quantitative Comparison of Monomeric StayGold Variants Using Protein Nanocages in Living Cells,"Viola, G.; Jacobs, K. A.; Lemiere, J.; Kutys, M. L.; Wittmann, T.",Torsten Wittmann,"University of California, San Francisco",10.1101/2024.09.16.613379,2024-09-17,1,new results,cc_by_nc_nd,cell biology,https://www.biorxiv.org/content/early/2024/09/17/2024.09.16.613379.source.xml,"To standardize comparison of fluorescent proteins and independently determine which monomeric StayGold variant is best for live microscopy, we analyzed fluorescent protein tagged I3-01 peptides that self-assemble into stable sixty subunit dodecahedrons inside live cells. We find mStayGold is 3-fold brighter and 3-fold more photostable compared with EGFP and superior to other monomeric variants in mammalian cytoplasm. In addition, analysis of intracellular nanocage diffusion confirms the monomeric nature of mStayGold.",NA,NA,bioRxiv,biorxiv,biorxiv,9f284cea7f04677f,biorxiv_2024-09-17_2024-10-16
Human iPSC-derived brain pericytes exhibit differences in inflammatory activation compared to primary human brain pericytes,"McCullough, S.; Albers, E.; Anchan, A.; Yu, J.; O'Carroll, S. J.; Connor, B.; Graham, S.",Samuel McCullough,University of Auckland,10.1101/2024.09.16.613375,2024-09-17,1,new results,cc_by_nc,cell biology,https://www.biorxiv.org/content/early/2024/09/17/2024.09.16.613375.source.xml,"BackgroundiPSC-derived cells are increasingly used to model complex diseases in vitro because they can be patient derived and can differentiate into any cell in the adult human body. Recent studies have demonstrated the generation of brain pericytes using a neural crest-based differentiation protocol. However, the inflammatory response of these iPSC-derived brain pericytes has not been investigated. We aimed to investigate the response of iPSC-derived brain pericytes to common inflammatory stimuli, thereby assessing the suitability of these cells to study inflammatory disease.

MethodsBrain pericytes were differentiated from iPSCs for 42 days. The expression of brain pericyte markers was assessed by RT-qPCR and immunofluorescent staining at days 0, 15, 21, and 42 of differentiation to validate the brain pericyte-like phenotype. Nuclear localisation of NF{kappa}B and STAT1 was assessed by immunofluorescence following IL-1{beta}- and TNF-treatment in day 21 and day 42 iPSC-derived pericytes, and primary human pericytes. Cytometric bead array assessed the concentration of secreted inflammatory factors in the cell medium and phagocytosis was investigated using fluorescent carboxylated beads and flow cytometry.

ResultsAt day 42 of differentiation, but not at day 21, cells expressed brain pericyte markers. Generally, iPSC-derived pericytes lacked consistent responses to inflammatory treatment compared to primary human pericytes. Day 21 and 42 iPSC-derived pericytes exhibited a NF{kappa}B response to IL-1{beta} treatment comparable to primary human pericytes. Day 21 iPSC-derived pericytes exhibited a STAT1 response with IL-1{beta} treatment which was absent in day 42 cells, but present in a subset of primary human pericytes. TNF treatment presented similar NF{kappa}B responses between day 21 and 42 iPSC-derived and primary human pericytes, but a STAT1 response was again present in a subset of primary human pericytes which was absent in both day 21 and day 42 iPSC-derived pericytes. Numerous differences were observed in the secretion of cytokines and chemokines following treatment of iPSC-derived and primary human pericytes with IL-1{beta} and TNF. iPSC-derived pericytes exhibited greater rates of phagocytosis than primary human pericytes.

ConclusionsWith the increase in iPSC-derived cells in research, labs should undertake validation of lineage specificity when adapting an iPSC-derived differentiation protocol. In our hands, the inflammatory response of iPSC-derived pericytes was different to that of primary human pericytes, raising concern regarding the use of iPSC-derived pericytes to study neuroinflammatory disease.

Graphical Abstract

O_FIG O_LINKSMALLFIG WIDTH=200 HEIGHT=157 SRC=""FIGDIR/small/613375v1_ufig1.gif"" ALT=""Figure 1"">
View larger version (29K):
org.highwire.dtl.DTLVardef@1e3612eorg.highwire.dtl.DTLVardef@1014537org.highwire.dtl.DTLVardef@6729adorg.highwire.dtl.DTLVardef@e14825_HPS_FORMAT_FIGEXP  M_FIG C_FIG Brain pericytes can be generated from iPSCs. The work presented here shows the generation of phenotypically distinct pericytes from the original protocol, demonstrating the significant variability present within some iPSC differentiation protocols. Furthermore, functional differences are demonstrated between iPSC-derived brain pericytes and primary brain pericytes, revealing limitations in the use of iPSC-derived brain pericytes to model brain pericyte biology.

Key PointsO_ST_ABSWhat is already known about this topic?C_ST_ABSBrain pericyte-like cells can be generated from induced pluripotent stem cells, however their responses to inflammatory stimuli has not been assessed.

What does this study add?iPSC-derived brain pericytes exhibit different inflammatory responses compared to primary brain pericytes, showing that some iPSC-derived cell models are not appropriate for modelling all aspects of a cells biology.

Furthermore, the iPSC-derived pericytes generated here were markedly different to those generated from the original article. It is therefore important for each lab to optimise the generation of iPSC-derived cell in their own hands to account for potential inter-lab variability.",NA,NA,bioRxiv,biorxiv,biorxiv,9f284cea7f04677f,biorxiv_2024-09-17_2024-10-16
Autophagy acts as a brake on obesity-related fibrosis by controlling purine nucleoside signalling,"Piletic, K.; Kayvanjoo, A. H.; Richter, F. C.; Borsa, M.; Lechuga-Vieco, A. V.; Popp, O.; Grenet, S.; Ko, J. K. L.; Zec, K.; Kyriazi, M.; Koneva, L.; Sansom, S.; Mertins, P.; Powrie, F.; Alsaleh, G.; Simon, A. K.",Anna Katharina Simon,"Kennedy Institute of Rheumatology, University of Oxford",10.1101/2024.09.17.613382,2024-09-17,1,new results,cc_by,cell biology,https://www.biorxiv.org/content/early/2024/09/17/2024.09.17.613382.source.xml,"A hallmark of obesity is a pathological expansion of white adipose tissue (WAT), accompanied by marked tissue dysfunction and fibrosis. Autophagy promotes adipocyte differentiation and lipid homeostasis, but its role in obese adipocytes and adipose tissue dysfunction remains incompletely understood. Here, we demonstrate that autophagy is a key tissue-specific regulator of WAT remodelling in diet-induced obesity. Importantly, loss of adipocyte autophagy substantially exacerbates pericellular fibrosis in visceral WAT. Change in WAT architecture correlates with increased infiltration of macrophages with tissue-reparative, fibrotic features. We uncover that autophagy regulates purine nucleoside metabolism in obese adipocytes, preventing excessive release of the purine catabolites xanthine and hypoxanthine. Purines signal cell-extrinsically for fibrosis by driving macrophage polarisation towards a tissue reparative phenotype. Our findings reveal a novel role for adipocyte autophagy in regulating tissue purine nucleoside metabolism, thereby limiting obesity-associated fibrosis and maintaining the functional integrity of visceral WAT. Purine signals may serve as a critical balance checkpoint and therapeutic target in fibrotic diseases.",NA,10.1038/s41467-025-64266-5,bioRxiv,biorxiv,biorxiv,9f284cea7f04677f,biorxiv_2024-09-17_2024-10-16
HP1α-driven Phase Separation and Repair Pathway Choice in Response to Heterochromatin Damage,"Bohra, D.; Mazumder, A.",Aprotim Mazumder,"TIFR Centre for Interdisciplinary Sciences, Tata Institute of Fundamental Research Hyderabad",10.1101/2024.09.16.613371,2024-09-17,1,new results,cc_by_nc_nd,cell biology,https://www.biorxiv.org/content/early/2024/09/17/2024.09.16.613371.source.xml,"Double-strand breaks (DSBs) pose significant threat to genomic stability and need immediate attention from DNA Damage Response (DDR) machinery involved in Homologous Recombination (HR) or Non-homologous end joining (NHEJ). DDR in heterochromatin is challenging owing to the distinct chromatin organization. Heterochromatin Protein 1 (HP1) isoforms that contribute significantly to the organization of heterochromatin, have been shown to be involved in DDR. Mammalian HP1 has three isoforms, HP1, HP1{beta}, and HP1{gamma}, which possess significant homology and yet have distinct functions. HP1 is the only isoform known to undergo liquid-liquid phase separation. We show that the minute-scale dynamics of HP1 and HP1{beta} differ dramatically and they promote differential recruitment of HR vs. NHEJ factors at the sites of laser-induced clustered DSBs. Perturbing HP1 phase-separation abrogates both the recruitment of HR factors and readouts of HR. Our study provides a link between phase-separation and DDR-centric roles of HP1 and hints at spatial partitioning of repair pathways in response to damage in heterochromatin.",NA,10.1083/jcb.202407146,bioRxiv,biorxiv,biorxiv,9f284cea7f04677f,biorxiv_2024-09-17_2024-10-16
