source,record_id,application_number,publication_number,patent_number,invention_title,filing_date,filing_year,publication_date,grant_date,first_applicant,applicant_names,assignee_names,cpc_symbols,application_type,source_url,query_year,ticker,parent_company,matched_terms_all,matched_alias_terms,matched_product_terms,matched_text_all,match_fields_all,match_kinds_all,mention_types_all,match_contexts_all,matched_term_count,matched_alias_term_count,matched_product_term_count,match_occurrence_count,max_confidence_score,needs_manual_review,review_reasons_all,best_match_term,best_match_field,best_match_kind
uspto,18609912,18609912,US20240302355A1,,METHOD AND SYSTEM FOR DETERMINING INTEGRATED METABOLIC BASELINE AND POTENTIAL OF LIVING CELLS,2024-03-19,2024,2024-09-12,,"Agilent Technologies, Inc.","Agilent Technologies, Inc.",,,Utility,https://patentcenter.uspto.gov/applications/18609912,2024,A,Agilent Technologies,Agilent; Agilent Technologies; Agilent Technologies Inc,Agilent; Agilent Technologies; Agilent Technologies Inc,,agilent; agilent technologies; agilent technologies inc,applicant_names; first_applicant,company_alias,generic_mention,agilent technologies inc,3,3,0,6,0.97,True,single_token_term,Agilent Technologies,applicant_names,company_alias
uspto,18619893,18619893,US20240238952A1,,MULTI-DEVICE REMOVAL AND INSTALLATION TOOL,2024-03-28,2024,2024-07-18,,"AGILENT TECHNOLOGIES, INC.","AGILENT TECHNOLOGIES, INC.",,,Utility,https://patentcenter.uspto.gov/applications/18619893,2024,A,Agilent Technologies,Agilent; Agilent Technologies; Agilent Technologies Inc,Agilent; Agilent Technologies; Agilent Technologies Inc,,agilent; agilent technologies; agilent technologies inc,applicant_names; first_applicant,company_alias,generic_mention,agilent technologies inc,3,3,0,6,0.97,True,single_token_term,Agilent Technologies,applicant_names,company_alias
uspto,18632030,18632030,US20240272051A1,12326387,DEPARAFFINIZATION OF TISSUE BY ELECTRIC FIELD GENERATION AND IONIZATION,2024-04-10,2024,2024-08-15,2025-06-10,"Agilent Technologies, Inc.","Agilent Technologies, Inc.",,,Utility,https://patentcenter.uspto.gov/applications/18632030,2024,A,Agilent Technologies,Agilent; Agilent Technologies; Agilent Technologies Inc,Agilent; Agilent Technologies; Agilent Technologies Inc,,agilent; agilent technologies; agilent technologies inc,applicant_names; first_applicant,company_alias,generic_mention,agilent technologies inc,3,3,0,6,0.97,True,single_token_term,Agilent Technologies,applicant_names,company_alias
uspto,18633226,18633226,US20240254982A1,12584474,3D CELL WASHER,2024-04-11,2024,2024-08-01,2026-03-24,"AGILENT TECHNOLOGIES, INC.","AGILENT TECHNOLOGIES, INC.",,,Utility,https://patentcenter.uspto.gov/applications/18633226,2024,A,Agilent Technologies,Agilent; Agilent Technologies; Agilent Technologies Inc,Agilent; Agilent Technologies; Agilent Technologies Inc,,agilent; agilent technologies; agilent technologies inc,applicant_names; first_applicant,company_alias,generic_mention,agilent technologies inc,3,3,0,6,0.97,True,single_token_term,Agilent Technologies,applicant_names,company_alias
uspto,18636262,18636262,US20240267656A1,12273670,INSTRUMENT MONITORING SYSTEM,2024-04-16,2024,2024-08-08,2025-04-08,"AGILENT TECHNOLOGIES, INC.","AGILENT TECHNOLOGIES, INC.",,,Utility,https://patentcenter.uspto.gov/applications/18636262,2024,A,Agilent Technologies,Agilent; Agilent Technologies; Agilent Technologies Inc,Agilent; Agilent Technologies; Agilent Technologies Inc,,agilent; agilent technologies; agilent technologies inc,applicant_names; first_applicant,company_alias,generic_mention,agilent technologies inc,3,3,0,6,0.97,True,single_token_term,Agilent Technologies,applicant_names,company_alias
uspto,18639734,18639734,US20240360495A1,12391981,CHROMOGENIC PEROXIDASE SUBSTRATES,2024-04-18,2024,2024-10-31,2025-08-19,"Agilent Technologies, Inc.","Agilent Technologies, Inc.",,,Utility,https://patentcenter.uspto.gov/applications/18639734,2024,A,Agilent Technologies,Agilent; Agilent Technologies; Agilent Technologies Inc,Agilent; Agilent Technologies; Agilent Technologies Inc,,agilent; agilent technologies; agilent technologies inc,applicant_names; first_applicant,company_alias,generic_mention,agilent technologies inc,3,3,0,6,0.97,True,single_token_term,Agilent Technologies,applicant_names,company_alias
uspto,18643793,18643793,US20240366738A1,,MOLECULAR VACCINES FOR INFECTIOUS DISEASE,2024-04-23,2024,2024-11-07,,"Agilent Technologies, Inc.","Agilent Technologies, Inc.",,,Utility,https://patentcenter.uspto.gov/applications/18643793,2024,A,Agilent Technologies,Agilent; Agilent Technologies; Agilent Technologies Inc,Agilent; Agilent Technologies; Agilent Technologies Inc,,agilent; agilent technologies; agilent technologies inc,applicant_names; first_applicant,company_alias,generic_mention,agilent technologies inc,3,3,0,6,0.97,True,single_token_term,Agilent Technologies,applicant_names,company_alias
uspto,18649004,18649004,US20240279793A1,,METAL COMPONENTS WITH INERT VAPOR PHASE COATING ON INTERNAL SURFACES,2024-04-29,2024,2024-08-22,,"AGILENT TECHNOLOGIES, INC.","AGILENT TECHNOLOGIES, INC.",,,Utility,https://patentcenter.uspto.gov/applications/18649004,2024,A,Agilent Technologies,Agilent; Agilent Technologies; Agilent Technologies Inc,Agilent; Agilent Technologies; Agilent Technologies Inc,,agilent; agilent technologies; agilent technologies inc,applicant_names; first_applicant,company_alias,generic_mention,agilent technologies inc,3,3,0,6,0.97,True,single_token_term,Agilent Technologies,applicant_names,company_alias
uspto,18649035,18649035,US20240279794A1,,METAL COMPONENTS WITH INERT VAPOR PHASE COATING ON INTERNAL SURFACES,2024-04-29,2024,2024-08-22,,"Agilent Technologies, Inc.","Agilent Technologies, Inc.",,,Utility,https://patentcenter.uspto.gov/applications/18649035,2024,A,Agilent Technologies,Agilent; Agilent Technologies; Agilent Technologies Inc,Agilent; Agilent Technologies; Agilent Technologies Inc,,agilent; agilent technologies; agilent technologies inc,applicant_names; first_applicant,company_alias,generic_mention,agilent technologies inc,3,3,0,6,0.97,True,single_token_term,Agilent Technologies,applicant_names,company_alias
uspto,18649133,18649133,US20240287673A1,,METAL COMPONENTS WITH INERT VAPOR PHASE COATING ON INTERNAL SURFACES,2024-04-29,2024,2024-08-29,,"AGILENT TECHNOLOGIES, INC.","AGILENT TECHNOLOGIES, INC.",,,Utility,https://patentcenter.uspto.gov/applications/18649133,2024,A,Agilent Technologies,Agilent; Agilent Technologies; Agilent Technologies Inc,Agilent; Agilent Technologies; Agilent Technologies Inc,,agilent; agilent technologies; agilent technologies inc,applicant_names; first_applicant,company_alias,generic_mention,agilent technologies inc,3,3,0,6,0.97,True,single_token_term,Agilent Technologies,applicant_names,company_alias
uspto,18649171,18649171,US20240279795A1,,METAL COMPONENTS WITH INERT VAPOR PHASE COATING ON INTERNAL SURFACES,2024-04-29,2024,2024-08-22,,"AGILENT TECHNOLOGIES, INC.","AGILENT TECHNOLOGIES, INC.",,,Utility,https://patentcenter.uspto.gov/applications/18649171,2024,A,Agilent Technologies,Agilent; Agilent Technologies; Agilent Technologies Inc,Agilent; Agilent Technologies; Agilent Technologies Inc,,agilent; agilent technologies; agilent technologies inc,applicant_names; first_applicant,company_alias,generic_mention,agilent technologies inc,3,3,0,6,0.97,True,single_token_term,Agilent Technologies,applicant_names,company_alias
uspto,18649199,18649199,US20240279796A1,,METAL COMPONENTS WITH INERT VAPOR PHASE COATING ON INTERNAL SURFACES,2024-04-29,2024,2024-08-22,,"AGILENT TECHNOLOGIES, INC.","AGILENT TECHNOLOGIES, INC.",,,Utility,https://patentcenter.uspto.gov/applications/18649199,2024,A,Agilent Technologies,Agilent; Agilent Technologies; Agilent Technologies Inc,Agilent; Agilent Technologies; Agilent Technologies Inc,,agilent; agilent technologies; agilent technologies inc,applicant_names; first_applicant,company_alias,generic_mention,agilent technologies inc,3,3,0,6,0.97,True,single_token_term,Agilent Technologies,applicant_names,company_alias
uspto,18649231,18649231,US20240279797A1,,METAL COMPONENTS WITH INERT VAPOR PHASE COATING ON INTERNAL SURFACES,2024-04-29,2024,2024-08-22,,"AGILENT TECHNOLOGIES, INC.","AGILENT TECHNOLOGIES, INC.",,,Utility,https://patentcenter.uspto.gov/applications/18649231,2024,A,Agilent Technologies,Agilent; Agilent Technologies; Agilent Technologies Inc,Agilent; Agilent Technologies; Agilent Technologies Inc,,agilent; agilent technologies; agilent technologies inc,applicant_names; first_applicant,company_alias,generic_mention,agilent technologies inc,3,3,0,6,0.97,True,single_token_term,Agilent Technologies,applicant_names,company_alias
uspto,18649268,18649268,US20240279798A1,,METAL COMPONENTS WITH INERT VAPOR PHASE COATING ON INTERNAL SURFACES,2024-04-29,2024,2024-08-22,,"Agilent Technologies, Inc.","Agilent Technologies, Inc.",,,Utility,https://patentcenter.uspto.gov/applications/18649268,2024,A,Agilent Technologies,Agilent; Agilent Technologies; Agilent Technologies Inc,Agilent; Agilent Technologies; Agilent Technologies Inc,,agilent; agilent technologies; agilent technologies inc,applicant_names; first_applicant,company_alias,generic_mention,agilent technologies inc,3,3,0,6,0.97,True,single_token_term,Agilent Technologies,applicant_names,company_alias
uspto,18649302,18649302,US20240279799A1,,METAL COMPONENTS WITH INERT VAPOR PHASE COATING ON INTERNAL SURFACES,2024-04-29,2024,2024-08-22,,"AGILENT TECHNOLOGIES, INC.","AGILENT TECHNOLOGIES, INC.",,,Utility,https://patentcenter.uspto.gov/applications/18649302,2024,A,Agilent Technologies,Agilent; Agilent Technologies; Agilent Technologies Inc,Agilent; Agilent Technologies; Agilent Technologies Inc,,agilent; agilent technologies; agilent technologies inc,applicant_names; first_applicant,company_alias,generic_mention,agilent technologies inc,3,3,0,6,0.97,True,single_token_term,Agilent Technologies,applicant_names,company_alias
uspto,18649773,18649773,US20240280546A1,,FLUID SUPPLY DEVICES FOR FORMING A FILTERED MOBILE PHASE FOR A SAMPLE SEPARATING DEVICE,2024-04-29,2024,2024-08-22,,"Agilent Technologies, Inc.","Agilent Technologies, Inc.",,,Utility,https://patentcenter.uspto.gov/applications/18649773,2024,A,Agilent Technologies,Agilent; Agilent Technologies; Agilent Technologies Inc,Agilent; Agilent Technologies; Agilent Technologies Inc,,agilent; agilent technologies; agilent technologies inc,applicant_names; first_applicant,company_alias,generic_mention,agilent technologies inc,3,3,0,6,0.97,True,single_token_term,Agilent Technologies,applicant_names,company_alias
uspto,18650576,18650576,US20240371623A1,,ADVECTION-BASED TRANSPORT OF ABLATED MATERIAL,2024-04-30,2024,2024-11-07,,"AGILENT TECHNOLOGIES, INC.","AGILENT TECHNOLOGIES, INC.",,,Utility,https://patentcenter.uspto.gov/applications/18650576,2024,A,Agilent Technologies,Agilent; Agilent Technologies; Agilent Technologies Inc,Agilent; Agilent Technologies; Agilent Technologies Inc,,agilent; agilent technologies; agilent technologies inc,applicant_names; first_applicant,company_alias,generic_mention,agilent technologies inc,3,3,0,6,0.97,True,single_token_term,Agilent Technologies,applicant_names,company_alias
uspto,18650999,18650999,US20250110118A1,,GLYCAN PEAK ASSIGNMENT,2024-04-30,2024,2025-04-03,,"AGILENT TECHNOLOGIES, INC.","AGILENT TECHNOLOGIES, INC.",,,Utility,https://patentcenter.uspto.gov/applications/18650999,2024,A,Agilent Technologies,Agilent; Agilent Technologies; Agilent Technologies Inc,Agilent; Agilent Technologies; Agilent Technologies Inc,,agilent; agilent technologies; agilent technologies inc,applicant_names; first_applicant,company_alias,generic_mention,agilent technologies inc,3,3,0,6,0.97,True,single_token_term,Agilent Technologies,applicant_names,company_alias
uspto,18651023,18651023,US20240287601A1,,SYSTEMS AND METHODS FOR TARGETED NUCLEIC ACID CAPTURE,2024-04-30,2024,2024-08-29,,"Agilent Technologies, Inc.","Agilent Technologies, Inc.",,,Utility,https://patentcenter.uspto.gov/applications/18651023,2024,A,Agilent Technologies,Agilent; Agilent Technologies; Agilent Technologies Inc,Agilent; Agilent Technologies; Agilent Technologies Inc,,agilent; agilent technologies; agilent technologies inc,applicant_names; first_applicant,company_alias,generic_mention,agilent technologies inc,3,3,0,6,0.97,True,single_token_term,Agilent Technologies,applicant_names,company_alias
uspto,18652554,18652554,US20240294886A1,,POLYMERASE MUTANTS AND USE WITH 3'-OH UNBLOCKED REVERSIBLE TERMINATORS,2024-05-01,2024,2024-09-05,,"Agilent Technologies, Inc.","Agilent Technologies, Inc.",,,Utility,https://patentcenter.uspto.gov/applications/18652554,2024,A,Agilent Technologies,Agilent; Agilent Technologies; Agilent Technologies Inc,Agilent; Agilent Technologies; Agilent Technologies Inc,,agilent; agilent technologies; agilent technologies inc,applicant_names; first_applicant,company_alias,generic_mention,agilent technologies inc,3,3,0,6,0.97,True,single_token_term,Agilent Technologies,applicant_names,company_alias
uspto,18681671,18681671,US20240335765A1,,SOLVENT CHANNEL IDENTIFICATION,2024-02-06,2024,2024-10-10,,"Agilent Technologies, Inc.","Agilent Technologies, Inc.",,,Utility,https://patentcenter.uspto.gov/applications/18681671,2024,A,Agilent Technologies,Agilent; Agilent Technologies; Agilent Technologies Inc,Agilent; Agilent Technologies; Agilent Technologies Inc,,agilent; agilent technologies; agilent technologies inc,applicant_names; first_applicant,company_alias,generic_mention,agilent technologies inc,3,3,0,6,0.97,True,single_token_term,Agilent Technologies,applicant_names,company_alias
uspto,18700684,18700684,US20240405653A1,12456907,AIR GAP MAGNETIC COUPLING WITH THERMAL ISOLATION,2024-04-11,2024,2024-12-05,2025-10-28,"Agilent Technologies, Inc.","Agilent Technologies, Inc.",,,Utility,https://patentcenter.uspto.gov/applications/18700684,2024,A,Agilent Technologies,Agilent; Agilent Technologies; Agilent Technologies Inc,Agilent; Agilent Technologies; Agilent Technologies Inc,,agilent; agilent technologies; agilent technologies inc,applicant_names; first_applicant,company_alias,generic_mention,agilent technologies inc,3,3,0,6,0.97,True,single_token_term,Agilent Technologies,applicant_names,company_alias
uspto,18701642,18701642,US20240409864A1,,Apparatus and Methods for Generating and Analyzing Three-Dimensional Cellular Materials,2024-04-16,2024,2024-12-12,,"Agilent Technologies, Inc.","Agilent Technologies, Inc.",,,Utility,https://patentcenter.uspto.gov/applications/18701642,2024,A,Agilent Technologies,Agilent; Agilent Technologies; Agilent Technologies Inc,Agilent; Agilent Technologies; Agilent Technologies Inc,,agilent; agilent technologies; agilent technologies inc,applicant_names; first_applicant,company_alias,generic_mention,agilent technologies inc,3,3,0,6,0.97,True,single_token_term,Agilent Technologies,applicant_names,company_alias
uspto,18707230,18707230,US20260175226A1,,Wellplate Apparatus and Method for Filling Same,2024-05-03,2024,2026-06-25,,"Agilent Technologies, Inc.","Agilent Technologies, Inc.",,,Utility,https://patentcenter.uspto.gov/applications/18707230,2024,A,Agilent Technologies,Agilent; Agilent Technologies; Agilent Technologies Inc,Agilent; Agilent Technologies; Agilent Technologies Inc,,agilent; agilent technologies; agilent technologies inc,applicant_names; first_applicant,company_alias,generic_mention,agilent technologies inc,3,3,0,6,0.97,True,single_token_term,Agilent Technologies,applicant_names,company_alias
uspto,18730777,18730777,US20250230318A1,,"REAGENTS FOR FLUORESCENT, UV, AND MS LABELING OF O-GLYCANS AND METHODS OF MAKING AND USING THEM",2024-07-21,2024,2025-07-17,,"Agilent Technologies, Inc.","Agilent Technologies, Inc.",,,Utility,https://patentcenter.uspto.gov/applications/18730777,2024,A,Agilent Technologies,Agilent; Agilent Technologies; Agilent Technologies Inc,Agilent; Agilent Technologies; Agilent Technologies Inc,,agilent; agilent technologies; agilent technologies inc,applicant_names; first_applicant,company_alias,generic_mention,agilent technologies inc,3,3,0,6,0.97,True,single_token_term,Agilent Technologies,applicant_names,company_alias
uspto,18735742,18735742,US20240410863A1,,SAMPLE INJECTOR WITH FLOATING NEEDLE SEAT FOR AN ANALYTICAL DEVICE,2024-06-06,2024,2024-12-12,,"Agilent Technologies, Inc.","Agilent Technologies, Inc.",,,Utility,https://patentcenter.uspto.gov/applications/18735742,2024,A,Agilent Technologies,Agilent; Agilent Technologies; Agilent Technologies Inc,Agilent; Agilent Technologies; Agilent Technologies Inc,,agilent; agilent technologies; agilent technologies inc,applicant_names; first_applicant,company_alias,generic_mention,agilent technologies inc,3,3,0,6,0.97,True,single_token_term,Agilent Technologies,applicant_names,company_alias
uspto,18747240,18747240,US20240337570A1,,DEPARAFFINIZATION OF TISSUE UTILIZING ELECTRIC FIELD,2024-06-18,2024,2024-10-10,,"Agilent Technologies, Inc.","Agilent Technologies, Inc.",,,Utility,https://patentcenter.uspto.gov/applications/18747240,2024,A,Agilent Technologies,Agilent; Agilent Technologies; Agilent Technologies Inc,Agilent; Agilent Technologies; Agilent Technologies Inc,,agilent; agilent technologies; agilent technologies inc,applicant_names; first_applicant,company_alias,generic_mention,agilent technologies inc,3,3,0,6,0.97,True,single_token_term,Agilent Technologies,applicant_names,company_alias
uspto,18747343,18747343,US20240339313A1,12394614,ION SOURCE,2024-06-18,2024,2024-10-10,2025-08-19,"AGILENT TECHNOLOGIES, INC.","AGILENT TECHNOLOGIES, INC.",,,Utility,https://patentcenter.uspto.gov/applications/18747343,2024,A,Agilent Technologies,Agilent; Agilent Technologies; Agilent Technologies Inc,Agilent; Agilent Technologies; Agilent Technologies Inc,,agilent; agilent technologies; agilent technologies inc,applicant_names; first_applicant,company_alias,generic_mention,agilent technologies inc,3,3,0,6,0.97,True,single_token_term,Agilent Technologies,applicant_names,company_alias
uspto,18752669,18752669,US20250003427A1,12584501,OIL-LUBRICATED VACUUM PUMP WITH IMPROVED OIL SEALING,2024-06-24,2024,2025-01-02,2026-03-24,"Agilent Technologies, Inc.","Agilent Technologies, Inc.",,,Utility,https://patentcenter.uspto.gov/applications/18752669,2024,A,Agilent Technologies,Agilent; Agilent Technologies; Agilent Technologies Inc,Agilent; Agilent Technologies; Agilent Technologies Inc,,agilent; agilent technologies; agilent technologies inc,applicant_names; first_applicant,company_alias,generic_mention,agilent technologies inc,3,3,0,6,0.97,True,single_token_term,Agilent Technologies,applicant_names,company_alias
uspto,18776864,18776864,US20260023053A1,,SYSTEMS AND METHODS FOR TWO-DIMENSIONAL CHROMATOGRAPHY,2024-07-18,2024,2026-01-22,,"AGILENT TECHNOLOGIES, INC.","AGILENT TECHNOLOGIES, INC.",,,Utility,https://patentcenter.uspto.gov/applications/18776864,2024,A,Agilent Technologies,Agilent; Agilent Technologies; Agilent Technologies Inc,Agilent; Agilent Technologies; Agilent Technologies Inc,,agilent; agilent technologies; agilent technologies inc,applicant_names; first_applicant,company_alias,generic_mention,agilent technologies inc,3,3,0,6,0.97,True,single_token_term,Agilent Technologies,applicant_names,company_alias
uspto,18784595,18784595,US20250005113A1,,SOFTWARE LICENSING MANAGEMENT AND AUTHENTICATION,2024-07-25,2024,2025-01-02,,"AGILENT TECHNOLOGIES, INC.","AGILENT TECHNOLOGIES, INC.",,,Utility,https://patentcenter.uspto.gov/applications/18784595,2024,A,Agilent Technologies,Agilent; Agilent Technologies; Agilent Technologies Inc,Agilent; Agilent Technologies; Agilent Technologies Inc,,agilent; agilent technologies; agilent technologies inc,applicant_names; first_applicant,company_alias,generic_mention,agilent technologies inc,3,3,0,6,0.97,True,single_token_term,Agilent Technologies,applicant_names,company_alias
uspto,18787832,18787832,US20250034506A1,,SYSTEMS AND METHODS FOR ELECTRONICALLY AND OPTICALLY MONITORING BIOLOGICAL SAMPLES,2024-07-29,2024,2025-01-30,,"Agilent Technologies, Inc.","Agilent Technologies, Inc.",,,Utility,https://patentcenter.uspto.gov/applications/18787832,2024,A,Agilent Technologies,Agilent; Agilent Technologies; Agilent Technologies Inc,Agilent; Agilent Technologies; Agilent Technologies Inc,,agilent; agilent technologies; agilent technologies inc,applicant_names; first_applicant,company_alias,generic_mention,agilent technologies inc,3,3,0,6,0.97,True,single_token_term,Agilent Technologies,applicant_names,company_alias
uspto,18825988,18825988,US20250266254A1,,PLASMA ELEMENT ANALYSIS METHOD AND DEVICE,2024-09-05,2024,2025-08-21,,"Agilent Technologies, Inc.","Agilent Technologies, Inc.",,,Utility,https://patentcenter.uspto.gov/applications/18825988,2024,A,Agilent Technologies,Agilent; Agilent Technologies; Agilent Technologies Inc,Agilent; Agilent Technologies; Agilent Technologies Inc,,agilent; agilent technologies; agilent technologies inc,applicant_names; first_applicant,company_alias,generic_mention,agilent technologies inc,3,3,0,6,0.97,True,single_token_term,Agilent Technologies,applicant_names,company_alias
